LeaseNo|CustomerNo|UnitNumber|StartDate|EndDate
18201|10745|20903|9/2/2016|9/2/2017
18202|10751|20810|9/2/2016|9/2/2017
18203|10771|10107|9/2/2016|9/2/2017
18204|10777|10601|9/2/2016|9/2/2017
18205|10791|80108|9/2/2016|9/2/2017
18206|10796|20406|9/2/2016|9/2/2017
18207|10809|60607|9/2/2016|9/2/2017
18208|10816|60203|9/2/2016|9/2/2017
18209|10817|80308|9/2/2016|9/2/2017
18210|10837|20806|9/2/2016|9/2/2017
18211|10856|70310|9/2/2016|9/2/2017
18212|10859|70401|9/2/2016|9/2/2017
18213|10869|30706|9/2/2016|9/2/2017
18214|10880|80708|9/2/2016|9/2/2017
18215|12417|10207|9/1/2016|9/1/2017
18216|12419|11001|9/1/2016|9/1/2017
18217|12420|10304|9/1/2016|9/1/2017
18218|12422|40707|9/1/2016|9/1/2017
18219|12427|11004|9/1/2016|9/1/2017
18220|12430|20910|9/1/2016|9/1/2017
18221|12433|40606|9/1/2016|9/1/2017
18222|12437|40910|9/1/2016|9/1/2017
18223|12440|50306|9/1/2016|9/1/2017
18224|12443|10203|9/1/2016|9/1/2017
18225|12445|30603|9/1/2016|9/1/2017
18226|12447|20808|9/1/2016|9/1/2017
18227|12449|30305|9/1/2016|9/1/2017
18228|12450|60910|9/1/2016|9/1/2017
18229|12451|30609|9/1/2016|9/1/2017
18230|12456|40103|9/1/2016|9/1/2017
18231|12457|50605|9/1/2016|9/1/2017
18232|12458|40909|9/1/2016|9/1/2017
18233|12460|51011|9/1/2016|9/1/2017
18234|12461|20604|9/1/2016|9/1/2017
18235|12462|60908|9/1/2016|9/1/2017
18236|12463|51007|9/1/2016|9/1/2017
18237|12464|60206|9/1/2016|9/1/2017
18238|12466|70510|9/1/2016|9/1/2017
18239|12468|10302|9/1/2016|9/1/2017
18240|12470|20902|9/1/2016|9/1/2017
18241|12474|80510|9/1/2016|9/1/2017
18242|12476|60606|9/1/2016|9/1/2017
18243|12482|70106|9/1/2016|9/1/2017
18244|12484|80907|9/1/2016|9/1/2017
18245|12492|70306|9/1/2016|9/1/2017
18246|12493|90207|9/1/2016|9/1/2017
18247|12496|70406|9/1/2016|9/1/2017
18248|12497|31001|9/1/2016|9/1/2017
18249|12500|100509|9/1/2016|9/1/2017
18250|12503|90607|9/1/2016|9/1/2017
18251|12514|100609|9/1/2016|9/1/2017
18252|12515|70208|9/1/2016|9/1/2017
18253|12518|50901|9/1/2016|9/1/2017
18254|12520|40502|9/1/2016|9/1/2017
18255|12523|50402|9/1/2016|9/1/2017
18256|12526|80801|9/1/2016|9/1/2017
18257|12529|90707|9/1/2016|9/1/2017
18258|12533|70308|9/1/2016|9/1/2017
18259|12534|100510|9/1/2016|9/1/2017
18260|12538|100909|9/1/2016|9/1/2017
18261|12541|50404|9/1/2016|9/1/2017
18262|12545|71008|9/1/2016|9/1/2017
18263|12546|100201|9/1/2016|9/1/2017
18264|12547|101010|9/1/2016|9/1/2017
18265|3880|90705|10/29/2016|10/29/2017
18266|5969|40308|10/5/2016|10/5/2017
18267|7553|30805|10/4/2016|10/4/2017
18268|7559|40101|10/4/2016|10/4/2017
18269|7579|20811|10/4/2016|10/4/2017
18270|7588|30204|10/4/2016|10/4/2017
18271|7615|100410|10/4/2016|10/4/2017
18272|7619|100610|10/4/2016|10/4/2017
18273|7637|80703|10/4/2016|10/4/2017
18274|7656|60504|10/4/2016|10/4/2017
18275|9227|30811|10/3/2016|10/3/2017
18276|9245|20706|10/3/2016|10/3/2017
18277|9271|20801|10/3/2016|10/3/2017
18278|9288|20805|10/3/2016|10/3/2017
18279|10887|10311|10/2/2016|10/2/2017
18280|10890|10703|10/2/2016|10/2/2017
18281|10893|20209|10/2/2016|10/2/2017
18282|10899|20110|10/2/2016|10/2/2017
18283|10918|51008|10/2/2016|10/2/2017
18284|10929|20607|10/2/2016|10/2/2017
18285|10931|30210|10/2/2016|10/2/2017
18286|10937|51010|10/2/2016|10/2/2017
18287|10951|90208|10/2/2016|10/2/2017
18288|10975|70804|10/2/2016|10/2/2017
18289|10978|40302|10/2/2016|10/2/2017
18290|10986|40206|10/2/2016|10/2/2017
18291|10990|90408|10/2/2016|10/2/2017
18292|10994|50406|10/2/2016|10/2/2017
18293|11016|40207|10/2/2016|10/2/2017
18294|12561|20905|10/1/2016|10/1/2017
18295|12562|20211|10/1/2016|10/1/2017
18296|12564|10804|10/1/2016|10/1/2017
18297|12567|20909|10/1/2016|10/1/2017
18298|12569|30901|10/1/2016|10/1/2017
18299|12570|20308|10/1/2016|10/1/2017
18300|12574|10602|10/1/2016|10/1/2017
18301|12577|30308|10/1/2016|10/1/2017
18302|12578|10307|10/1/2016|10/1/2017
18303|12583|60305|10/1/2016|10/1/2017
18304|12585|40509|10/1/2016|10/1/2017
18305|12588|50301|10/1/2016|10/1/2017
18306|12589|10910|10/1/2016|10/1/2017
18307|12590|60608|10/1/2016|10/1/2017
18308|12593|30104|10/1/2016|10/1/2017
18309|12602|10903|10/1/2016|10/1/2017
18310|12614|80607|10/1/2016|10/1/2017
18311|12615|70210|10/1/2016|10/1/2017
18312|12618|40204|10/1/2016|10/1/2017
18313|12622|70608|10/1/2016|10/1/2017
18314|12626|50801|10/1/2016|10/1/2017
18315|12632|50103|10/1/2016|10/1/2017
18316|12635|91007|10/1/2016|10/1/2017
18317|12636|90910|10/1/2016|10/1/2017
18318|12645|90105|10/1/2016|10/1/2017
18319|12647|40709|10/1/2016|10/1/2017
18320|12649|40102|10/1/2016|10/1/2017
18321|12652|60901|10/1/2016|10/1/2017
18322|12658|70503|10/1/2016|10/1/2017
18323|12663|50702|10/1/2016|10/1/2017
18324|12667|100407|10/1/2016|10/1/2017
18325|12668|80702|10/1/2016|10/1/2017
18326|12675|90201|10/1/2016|10/1/2017
18327|12678|90202|10/1/2016|10/1/2017
18328|12680|41009|10/1/2016|10/1/2017
18329|12682|100401|10/1/2016|10/1/2017
18330|12687|31006|10/1/2016|10/1/2017
18331|3679|70903|11/30/2016|11/30/2017
18332|3688|80803|11/19/2016|11/19/2017
18333|6000|50405|11/5/2016|11/5/2017
18334|6007|21011|11/5/2016|11/5/2017
18335|6036|20206|11/5/2016|11/5/2017
18336|6105|80304|11/5/2016|11/5/2017
18337|6109|80110|11/5/2016|11/5/2017
18338|7690|31008|11/4/2016|11/4/2017
18339|7694|61008|11/4/2016|11/4/2017
18340|7718|40609|11/4/2016|11/4/2017
18341|7741|40511|11/4/2016|11/4/2017
18342|7774|41006|11/4/2016|11/4/2017
18343|7785|40601|11/4/2016|11/4/2017
18344|9365|20602|11/3/2016|11/3/2017
18345|9378|70301|11/3/2016|11/3/2017
18346|9379|40603|11/3/2016|11/3/2017
18347|9386|10907|11/3/2016|11/3/2017
18348|9389|40307|11/3/2016|11/3/2017
18349|9403|41003|11/3/2016|11/3/2017
18350|9410|10808|11/3/2016|11/3/2017
18351|11025|30408|11/2/2016|11/2/2017
18352|11026|50504|11/2/2016|11/2/2017
18353|11043|21006|11/2/2016|11/2/2017
18354|11046|10503|11/2/2016|11/2/2017
18355|11053|30803|11/2/2016|11/2/2017
18356|11060|60506|11/2/2016|11/2/2017
18357|11062|40203|11/2/2016|11/2/2017
18358|11073|90806|11/2/2016|11/2/2017
18359|11079|91006|11/2/2016|11/2/2017
18360|11080|50909|11/2/2016|11/2/2017
18361|11086|60809|11/2/2016|11/2/2017
18362|11107|20505|11/2/2016|11/2/2017
18363|11116|31007|11/2/2016|11/2/2017
18364|11124|70302|11/2/2016|11/2/2017
18365|12693|60202|11/1/2016|11/1/2017
18366|12694|20907|11/1/2016|11/1/2017
18367|12696|20111|11/1/2016|11/1/2017
18368|12702|30105|11/1/2016|11/1/2017
18369|12703|11010|11/1/2016|11/1/2017
18370|12705|20208|11/1/2016|11/1/2017
18371|12706|10206|11/1/2016|11/1/2017
18372|12720|40305|11/1/2016|11/1/2017
18373|12722|40208|11/1/2016|11/1/2017
18374|12724|10104|11/1/2016|11/1/2017
18375|12725|30101|11/1/2016|11/1/2017
18376|12727|30211|11/1/2016|11/1/2017
18377|12728|20804|11/1/2016|11/1/2017
18378|12730|30403|11/1/2016|11/1/2017
18379|12738|30407|11/1/2016|11/1/2017
18380|12749|50503|11/1/2016|11/1/2017
18381|12750|40704|11/1/2016|11/1/2017
18382|12752|50304|11/1/2016|11/1/2017
18383|12762|40111|11/1/2016|11/1/2017
18384|12766|60704|11/1/2016|11/1/2017
18385|12777|50411|11/1/2016|11/1/2017
18386|12783|60307|11/1/2016|11/1/2017
18387|12786|30201|11/1/2016|11/1/2017
18388|12791|10109|11/1/2016|11/1/2017
18389|12799|10806|11/1/2016|11/1/2017
18390|12800|100507|11/1/2016|11/1/2017
18391|12805|71004|11/1/2016|11/1/2017
18392|4269|10710|12/19/2016|12/19/2017
18393|6209|50501|12/5/2016|12/5/2017
18394|7842|31009|12/4/2016|12/4/2017
18395|7869|50401|12/4/2016|12/4/2017
18396|7873|80309|12/4/2016|12/4/2017
18397|9472|80501|12/3/2016|12/3/2017
18398|9476|20403|12/3/2016|12/3/2017
18399|9481|90410|12/3/2016|12/3/2017
18400|9483|10405|12/3/2016|12/3/2017
18401|9484|40805|12/3/2016|12/3/2017
18402|9495|20108|12/3/2016|12/3/2017
18403|9506|50409|12/3/2016|12/3/2017
18404|9512|50804|12/3/2016|12/3/2017
18405|9519|10611|12/3/2016|12/3/2017
18406|9523|90810|12/3/2016|12/3/2017
18407|9541|90301|12/3/2016|12/3/2017
18408|9543|10906|12/3/2016|12/3/2017
18409|9546|60104|12/3/2016|12/3/2017
18410|9549|60108|12/3/2016|12/3/2017
18411|11144|30501|12/2/2016|12/2/2017
18412|11153|10608|12/2/2016|12/2/2017
18413|11158|10707|12/2/2016|12/2/2017
18414|11160|40105|12/2/2016|12/2/2017
18415|11178|40201|12/2/2016|12/2/2017
18416|11181|50207|12/2/2016|12/2/2017
18417|11187|40901|12/2/2016|12/2/2017
18418|11191|40702|12/2/2016|12/2/2017
18419|11203|70209|12/2/2016|12/2/2017
18420|11219|60507|12/2/2016|12/2/2017
18421|11225|50601|12/2/2016|12/2/2017
18422|11240|50904|12/2/2016|12/2/2017
18423|12813|10706|12/1/2016|12/1/2017
18424|12814|10410|12/1/2016|12/1/2017
18425|12819|10909|12/1/2016|12/1/2017
18426|12824|10901|12/1/2016|12/1/2017
18427|12826|20201|12/1/2016|12/1/2017
18428|12832|30401|12/1/2016|12/1/2017
18429|12834|10805|12/1/2016|12/1/2017
18430|12839|20203|12/1/2016|12/1/2017
18431|12842|10202|12/1/2016|12/1/2017
18432|12850|20202|12/1/2016|12/1/2017
18433|12859|41002|12/1/2016|12/1/2017
18434|12863|50803|12/1/2016|12/1/2017
18435|12865|50202|12/1/2016|12/1/2017
18436|12868|40110|12/1/2016|12/1/2017
18437|12871|51002|12/1/2016|12/1/2017
18438|12872|20107|12/1/2016|12/1/2017
18439|12873|60803|12/1/2016|12/1/2017
18440|12874|30307|12/1/2016|12/1/2017
18441|12875|10411|12/1/2016|12/1/2017
18442|12877|20105|12/1/2016|12/1/2017
18443|12878|30907|12/1/2016|12/1/2017
18444|12879|60411|12/1/2016|12/1/2017
18445|12880|30701|12/1/2016|12/1/2017
18446|12881|60502|12/1/2016|12/1/2017
18447|12885|50204|12/1/2016|12/1/2017
18448|12887|60804|12/1/2016|12/1/2017
18449|12892|60702|12/1/2016|12/1/2017
18450|12893|80404|12/1/2016|12/1/2017
18451|12896|80604|12/1/2016|12/1/2017
18452|12897|70403|12/1/2016|12/1/2017
18453|12906|50506|12/1/2016|12/1/2017
18454|12909|30409|12/1/2016|12/1/2017
18455|12918|30605|12/1/2016|12/1/2017
18456|12924|70411|12/1/2016|12/1/2017
18457|4095|20508|1/8/2017|1/8/2018
18458|6302|100209|1/5/2017|1/5/2018
18459|6321|41004|1/5/2017|1/5/2018
18460|7932|70911|1/4/2017|1/4/2018
18461|7953|40108|1/4/2017|1/4/2018
18462|7980|21010|1/4/2017|1/4/2018
18463|9577|50208|1/3/2017|1/3/2018
18464|9589|30510|1/3/2017|1/3/2018
18465|9605|30107|1/3/2017|1/3/2018
18466|9628|60304|1/3/2017|1/3/2018
18467|9631|70908|1/3/2017|1/3/2018
18468|9642|30203|1/3/2017|1/3/2018
18469|9660|20709|1/3/2017|1/3/2018
18470|9681|40611|1/3/2017|1/3/2018
18471|11255|10111|1/2/2017|1/2/2018
18472|11257|10507|1/2/2017|1/2/2018
18473|11261|70207|1/2/2017|1/2/2018
18474|11264|30508|1/2/2017|1/2/2018
18475|11266|70108|1/2/2017|1/2/2018
18476|11267|40211|1/2/2017|1/2/2018
18477|11268|30110|1/2/2017|1/2/2018
18478|11276|30904|1/2/2017|1/2/2018
18479|11286|50811|1/2/2017|1/2/2018
18480|11287|31004|1/2/2017|1/2/2018
18481|11289|10406|1/2/2017|1/2/2018
18482|11293|30903|1/2/2017|1/2/2018
18483|11297|60110|1/2/2017|1/2/2018
18484|11300|80202|1/2/2017|1/2/2018
18485|11302|80311|1/2/2017|1/2/2018
18486|11305|20401|1/2/2017|1/2/2018
18487|11307|70507|1/2/2017|1/2/2018
18488|11313|80602|1/2/2017|1/2/2018
18489|11324|50209|1/2/2017|1/2/2018
18490|11337|70909|1/2/2017|1/2/2018
18491|11339|60603|1/2/2017|1/2/2018
18492|11340|60404|1/2/2017|1/2/2018
18493|11347|70601|1/2/2017|1/2/2018
18494|11358|80601|1/2/2017|1/2/2018
18495|12926|40404|1/1/2017|1/1/2018
18496|12927|40906|1/1/2017|1/1/2018
18497|12928|40205|1/1/2017|1/1/2018
18498|12929|10809|1/1/2017|1/1/2018
18499|12933|10711|1/1/2017|1/1/2018
18500|12934|10607|1/1/2017|1/1/2018
18501|12935|50806|1/1/2017|1/1/2018
18502|12936|40405|1/1/2017|1/1/2018
18503|12937|30709|1/1/2017|1/1/2018
18504|12949|30809|1/1/2017|1/1/2018
18505|12950|60311|1/1/2017|1/1/2018
18506|12954|70706|1/1/2017|1/1/2018
18507|12955|60102|1/1/2017|1/1/2018
18508|12956|70102|1/1/2017|1/1/2018
18509|12957|20303|1/1/2017|1/1/2018
18510|12961|40301|1/1/2017|1/1/2018
18511|12963|71006|1/1/2017|1/1/2018
18512|12970|70502|1/1/2017|1/1/2018
18513|12972|20707|1/1/2017|1/1/2018
18514|12978|80804|1/1/2017|1/1/2018
18515|12984|80408|1/1/2017|1/1/2018
18516|12987|40803|1/1/2017|1/1/2018
18517|12989|50105|1/1/2017|1/1/2018
18518|12993|90104|1/1/2017|1/1/2018
18519|12999|40607|1/1/2017|1/1/2018
18520|13000|90304|1/1/2017|1/1/2018
18521|13006|91004|1/1/2017|1/1/2018
18522|13007|70611|1/1/2017|1/1/2018
18523|13008|60201|1/1/2017|1/1/2018
18524|13010|80401|1/1/2017|1/1/2018
18525|13014|80106|1/1/2017|1/1/2018
18526|13016|71011|1/1/2017|1/1/2018
18527|13021|70803|1/1/2017|1/1/2018
18528|13022|71003|1/1/2017|1/1/2018
18529|13029|80701|1/1/2017|1/1/2018
18530|13031|100601|1/1/2017|1/1/2018
18531|4263|10110|2/17/2017|2/17/2018
18532|4685|50907|2/6/2017|2/6/2018
18533|6388|90604|2/5/2017|2/5/2018
18534|6409|90210|2/5/2017|2/5/2018
18535|6412|10905|2/5/2017|2/5/2018
18536|8025|10205|2/4/2017|2/4/2018
18537|8035|41008|2/4/2017|2/4/2018
18538|8041|80207|2/4/2017|2/4/2018
18539|8067|40401|2/4/2017|2/4/2018
18540|8074|80611|2/4/2017|2/4/2018
18541|9714|60707|2/3/2017|2/3/2018
18542|9717|11002|2/3/2017|2/3/2018
18543|9749|61011|2/3/2017|2/3/2018
18544|9753|20506|2/3/2017|2/3/2018
18545|9755|70107|2/3/2017|2/3/2018
18546|9756|40806|2/3/2017|2/3/2018
18547|9766|50906|2/3/2017|2/3/2018
18548|9802|80405|2/3/2017|2/3/2018
18549|11368|40310|2/2/2017|2/2/2018
18550|11370|80809|2/2/2017|2/2/2018
18551|11372|50703|2/2/2017|2/2/2018
18552|11377|30411|2/2/2017|2/2/2018
18553|11378|81002|2/2/2017|2/2/2018
18554|11391|90808|2/2/2017|2/2/2018
18555|11407|60210|2/2/2017|2/2/2018
18556|11409|10106|2/2/2017|2/2/2018
18557|11411|70610|2/2/2017|2/2/2018
18558|11415|40605|2/2/2017|2/2/2018
18559|11418|10606|2/2/2017|2/2/2018
18560|11422|90509|2/2/2017|2/2/2018
18561|11441|70910|2/2/2017|2/2/2018
18562|11454|70707|2/2/2017|2/2/2018
18563|11456|51005|2/2/2017|2/2/2018
18564|11459|80210|2/2/2017|2/2/2018
18565|11465|90609|2/2/2017|2/2/2018
18566|13042|10105|2/1/2017|2/1/2018
18567|13045|11003|2/1/2017|2/1/2018
18568|13048|40304|2/1/2017|2/1/2018
18569|13049|11006|2/1/2017|2/1/2018
18570|13052|20509|2/1/2017|2/1/2018
18571|13055|60107|2/1/2017|2/1/2018
18572|13060|50203|2/1/2017|2/1/2018
18573|13061|70103|2/1/2017|2/1/2018
18574|13063|60109|2/1/2017|2/1/2018
18575|13065|10908|2/1/2017|2/1/2018
18576|13066|30302|2/1/2017|2/1/2018
18577|13068|40804|2/1/2017|2/1/2018
18578|13071|80303|2/1/2017|2/1/2018
18579|13075|40706|2/1/2017|2/1/2018
18580|13081|60209|2/1/2017|2/1/2018
18581|13082|60509|2/1/2017|2/1/2018
18582|13083|50908|2/1/2017|2/1/2018
18583|13088|10510|2/1/2017|2/1/2018
18584|13091|70304|2/1/2017|2/1/2018
18585|13092|40410|2/1/2017|2/1/2018
18586|13095|70904|2/1/2017|2/1/2018
18587|13103|40905|2/1/2017|2/1/2018
18588|13104|30802|2/1/2017|2/1/2018
18589|13107|40510|2/1/2017|2/1/2018
18590|13109|60510|2/1/2017|2/1/2018
18591|13116|60207|2/1/2017|2/1/2018
18592|13119|50606|2/1/2017|2/1/2018
18593|13123|80508|2/1/2017|2/1/2018
18594|13128|40402|2/1/2017|2/1/2018
18595|13130|10301|2/1/2017|2/1/2018
18596|13131|80608|2/1/2017|2/1/2018
18597|13132|60709|2/1/2017|2/1/2018
18598|13133|60407|2/1/2017|2/1/2018
18599|13138|60907|2/1/2017|2/1/2018
18600|13140|90404|2/1/2017|2/1/2018
18601|13146|60105|2/1/2017|2/1/2018
18602|13147|20501|2/1/2017|2/1/2018
18603|4817|30108|3/6/2017|3/6/2018
18604|6467|20304|3/5/2017|3/5/2018
18605|6499|70506|3/5/2017|3/5/2018
18606|6517|30503|3/5/2017|3/5/2018
18607|6541|90906|3/5/2017|3/5/2018
18608|6565|80105|3/5/2017|3/5/2018
18609|8130|20802|3/4/2017|3/4/2018
18610|8140|70205|3/4/2017|3/4/2018
18611|8143|41001|3/4/2017|3/4/2018
18612|8150|30909|3/4/2017|3/4/2018
18613|8155|30610|3/4/2017|3/4/2018
18614|8175|90411|3/4/2017|3/4/2018
18615|8189|10506|3/4/2017|3/4/2018
18616|8216|100807|3/4/2017|3/4/2018
18617|8249|100103|3/4/2017|3/4/2018
18618|9814|80706|3/3/2017|3/3/2018
18619|9821|30801|3/3/2017|3/3/2018
18620|9831|40908|3/3/2017|3/3/2018
18621|9832|10404|3/3/2017|3/3/2018
18622|9839|40711|3/3/2017|3/3/2018
18623|9841|50101|3/3/2017|3/3/2018
18624|9885|61005|3/3/2017|3/3/2018
18625|9908|70711|3/3/2017|3/3/2018
18626|9912|100808|3/3/2017|3/3/2018
18627|9921|70607|3/3/2017|3/3/2018
18628|11484|20507|3/2/2017|3/2/2018
18629|11504|20102|3/2/2017|3/2/2018
18630|11507|70807|3/2/2017|3/2/2018
18631|11525|21004|3/2/2017|3/2/2018
18632|11528|50511|3/2/2017|3/2/2018
18633|11542|60111|3/2/2017|3/2/2018
18634|11543|20309|3/2/2017|3/2/2018
18635|11544|70311|3/2/2017|3/2/2018
18636|11551|90102|3/2/2017|3/2/2018
18637|11564|50609|3/2/2017|3/2/2018
18638|11574|90402|3/2/2017|3/2/2018
18639|11579|40703|3/2/2017|3/2/2018
18640|11585|50604|3/2/2017|3/2/2018
18641|11595|51003|3/2/2017|3/2/2018
18642|11601|90603|3/2/2017|3/2/2018
18643|11606|51009|3/2/2017|3/2/2018
18644|13152|10101|3/1/2017|3/1/2018
18645|13153|10505|3/1/2017|3/1/2018
18646|13155|20210|3/1/2017|3/1/2018
18647|13156|20310|3/1/2017|3/1/2018
18648|13162|60810|3/1/2017|3/1/2018
18649|13164|20911|3/1/2017|3/1/2018
18650|13169|20502|3/1/2017|3/1/2018
18651|13173|20503|3/1/2017|3/1/2018
18652|13176|30502|3/1/2017|3/1/2018
18653|13178|60909|3/1/2017|3/1/2018
18654|13180|20405|3/1/2017|3/1/2018
18655|13181|30301|3/1/2017|3/1/2018
18656|13182|20605|3/1/2017|3/1/2018
18657|13183|70808|3/1/2017|3/1/2018
18658|13190|31005|3/1/2017|3/1/2018
18659|13191|50305|3/1/2017|3/1/2018
18660|13194|80808|3/1/2017|3/1/2018
18661|13198|30606|3/1/2017|3/1/2018
18662|13204|90108|3/1/2017|3/1/2018
18663|13206|60101|3/1/2017|3/1/2018
18664|13208|80306|3/1/2017|3/1/2018
18665|13209|50807|3/1/2017|3/1/2018
18666|13210|61007|3/1/2017|3/1/2018
18667|13211|20404|3/1/2017|3/1/2018
18668|13212|80406|3/1/2017|3/1/2018
18669|13213|90308|3/1/2017|3/1/2018
18670|13214|100908|3/1/2017|3/1/2018
18671|13215|90407|3/1/2017|3/1/2018
18672|13219|70109|3/1/2017|3/1/2018
18673|13222|70509|3/1/2017|3/1/2018
18674|13223|50802|3/1/2017|3/1/2018
18675|13224|50705|3/1/2017|3/1/2018
18676|13233|61003|3/1/2017|3/1/2018
18677|13235|60401|3/1/2017|3/1/2018
18678|13236|70801|3/1/2017|3/1/2018
18679|13241|90501|3/1/2017|3/1/2018
18680|13249|61010|3/1/2017|3/1/2018
18681|13250|90907|3/1/2017|3/1/2018
18682|13255|80506|3/1/2017|3/1/2018
18683|13260|50905|3/1/2017|3/1/2018
18684|13264|70609|3/1/2017|3/1/2018
18685|13268|70505|3/1/2017|3/1/2018
18686|13269|30311|3/1/2017|3/1/2018
18687|13272|70709|3/1/2017|3/1/2018
18688|3686|80603|4/7/2017|
18689|3947|60806|4/13/2017|
18690|4914|30404|4/6/2017|
18691|4953|40810|4/6/2017|
18692|6590|30410|4/5/2017|
18693|6599|20205|4/5/2017|
18694|6675|80305|4/5/2017|
18695|6691|100710|4/5/2017|
18696|9944|10610|4/3/2017|
18697|9979|20704|4/3/2017|
18698|9990|60501|4/3/2017|
18699|9992|40209|4/3/2017|
18700|9997|90901|4/3/2017|
18701|10001|80411|4/3/2017|
18702|10002|90905|4/3/2017|
18703|10003|91005|4/3/2017|
18704|10014|80911|4/3/2017|
18705|10026|80409|4/3/2017|
18706|10032|80509|4/3/2017|
18707|10040|100101|4/3/2017|
18708|10079|90503|4/3/2017|
18709|11610|11009|4/2/2017|
18710|11613|10306|4/2/2017|
18711|11624|40705|4/2/2017|
18712|11635|10103|4/2/2017|
18713|11651|30710|4/2/2017|
18714|11688|10802|4/2/2017|
18715|11707|10902|4/2/2017|
18716|11719|61001|4/2/2017|
18717|11721|50108|4/2/2017|
18718|11735|80805|4/2/2017|
18719|11737|30506|4/2/2017|
18720|11744|90903|4/2/2017|
18721|11746|60604|4/2/2017|
18722|13284|60505|4/1/2017|
18723|13289|10504|4/1/2017|
18724|13290|70105|4/1/2017|
18725|13291|10502|4/1/2017|
18726|13292|21002|4/1/2017|
18727|13295|10209|4/1/2017|
18728|13307|10509|4/1/2017|
18729|13309|30702|4/1/2017|
18730|13313|10401|4/1/2017|
18731|13315|10811|4/1/2017|
18732|13316|20409|4/1/2017|
18733|13320|20807|4/1/2017|
18734|13321|30711|4/1/2017|
18735|13323|40408|4/1/2017|
18736|13325|20803|4/1/2017|
18737|13326|10501|4/1/2017|
18738|13333|50507|4/1/2017|
18739|13335|80205|4/1/2017|
18740|13340|50611|4/1/2017|
18741|13341|30304|4/1/2017|
18742|13349|60211|4/1/2017|
18743|13350|90205|4/1/2017|
18744|13351|20106|4/1/2017|
18745|13352|30504|4/1/2017|
18746|13361|40504|4/1/2017|
18747|13365|90305|4/1/2017|
18748|13366|90908|4/1/2017|
18749|13367|90704|4/1/2017|
18750|13368|71007|4/1/2017|
18751|13370|20606|4/1/2017|
18752|13371|90405|4/1/2017|
18753|13372|70309|4/1/2017|
18754|13376|70602|4/1/2017|
18755|13378|90605|4/1/2017|
18756|13379|71009|4/1/2017|
18757|13380|30103|4/1/2017|
18758|13383|80103|4/1/2017|
18759|13384|60511|4/1/2017|
18760|13385|80503|4/1/2017|
18761|13387|60711|4/1/2017|
18762|13389|90804|4/1/2017|
18763|13399|80903|4/1/2017|
18764|13401|70802|4/1/2017|
18765|13406|60811|4/1/2017|
18766|13408|40801|4/1/2017|
18767|13410|10810|4/1/2017|
18768|13413|100105|4/1/2017|
18769|13417|71002|4/1/2017|
18770|13419|20710|4/1/2017|
18771|13421|90409|4/1/2017|
18772|13422|90203|4/1/2017|
18773|13424|90303|4/1/2017|
18774|13425|80806|4/1/2017|
18775|13427|100505|4/1/2017|
18776|13428|80906|4/1/2017|
18777|3754|60204|5/30/2017|
18778|3768|70704|5/19/2017|
18779|3955|70606|5/10/2017|
18780|4163|100108|5/8/2017|
18781|4346|100910|5/20/2017|
18782|6825|100709|5/5/2017|
18783|6830|101009|5/5/2017|
18784|6845|10807|5/5/2017|
18785|8425|61006|5/4/2017|
18786|8431|10308|5/4/2017|
18787|8465|100303|5/4/2017|
18788|8512|100503|5/4/2017|
18789|10096|50206|5/3/2017|
18790|10099|30205|5/3/2017|
18791|10107|60106|5/3/2017|
18792|10110|10309|5/3/2017|
18793|10116|10803|5/3/2017|
18794|10125|50308|5/3/2017|
18795|10136|30111|5/3/2017|
18796|10140|90505|5/3/2017|
18797|10149|50508|5/3/2017|
18798|10150|40411|5/3/2017|
18799|10164|90511|5/3/2017|
18800|10167|90307|5/3/2017|
18801|10174|100701|5/3/2017|
18802|10180|90611|5/3/2017|
18803|10183|70708|5/3/2017|
18804|10186|100405|5/3/2017|
18805|10192|70702|5/3/2017|
18806|10212|90507|5/3/2017|
18807|10236|101001|5/3/2017|
18808|11763|30806|5/2/2017|
18809|11764|10604|5/2/2017|
18810|11792|50701|5/2/2017|
18811|11794|40107|5/2/2017|
18812|11795|10303|5/2/2017|
18813|11802|30208|5/2/2017|
18814|11808|30704|5/2/2017|
18815|11813|90508|5/2/2017|
18816|11835|40507|5/2/2017|
18817|11846|40303|5/2/2017|
18818|11851|100708|5/2/2017|
18819|11857|50810|5/2/2017|
18820|11861|40403|5/2/2017|
18821|11869|30102|5/2/2017|
18822|11870|90602|5/2/2017|
18823|11876|80610|5/2/2017|
18824|11877|50307|5/2/2017|
18825|11879|90702|5/2/2017|
18826|11885|80709|5/2/2017|
18827|11892|80909|5/2/2017|
18828|11893|90802|5/2/2017|
18829|11901|40506|5/2/2017|
18830|13433|20609|5/1/2017|
18831|13434|30303|5/1/2017|
18832|13437|50309|5/1/2017|
18833|13440|30611|5/1/2017|
18834|13442|30910|5/1/2017|
18835|13444|60103|5/1/2017|
18836|13445|20306|5/1/2017|
18837|13446|40602|5/1/2017|
18838|13453|50104|5/1/2017|
18839|13456|90403|5/1/2017|
18840|13461|30206|5/1/2017|
18841|13463|10701|5/1/2017|
18842|13465|70501|5/1/2017|
18843|13466|70511|5/1/2017|
18844|13470|41007|5/1/2017|
18845|13472|80101|5/1/2017|
18846|13474|90703|5/1/2017|
18847|13475|50704|5/1/2017|
18848|13487|40802|5/1/2017|
18849|13489|50602|5/1/2017|
